timestamp,sub_region_code,subba-name,parent,parent-name,timezone,demand_mwh,value-units
2025-07-07,WR,Westar Energy,SWPP,Southwest Power Pool,Central,108840,megawatthours
2025-07-07,WR,Westar Energy,SWPP,Southwest Power Pool,Eastern,108451,megawatthours
2025-07-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,261733,megawatthours
2025-07-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,260291,megawatthours
2025-07-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,259367,megawatthours
2025-07-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,261129,megawatthours
2025-07-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,261733,megawatthours
2025-07-06,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,308909,megawatthours
2025-07-06,SCE,Southern California Edison,CISO,California Independent System Operator,Central,308648,megawatthours
2025-07-06,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,308461,megawatthours
2025-07-06,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,308763,megawatthours
2025-07-06,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,308909,megawatthours
2025-07-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,47186,megawatthours
2025-07-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,47229,megawatthours
2025-07-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,47246,megawatthours
2025-07-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,47221,megawatthours
2025-07-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,47186,megawatthours
2025-07-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2030,megawatthours
2025-07-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2020,megawatthours
2025-07-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2013,megawatthours
2025-07-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2026,megawatthours
2025-07-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2030,megawatthours
2025-07-06,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Central,393869,megawatthours
2025-07-06,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,393230,megawatthours
2025-07-06,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Central,47139,megawatthours
2025-07-06,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,46884,megawatthours
2025-07-06,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Central,188902,megawatthours
2025-07-06,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,189084,megawatthours
2025-07-06,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Central,368503,megawatthours
2025-07-06,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,367443,megawatthours
2025-07-06,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Central,52141,megawatthours
2025-07-06,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,52144,megawatthours
2025-07-06,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Central,217793,megawatthours
2025-07-06,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,217339,megawatthours
2025-07-06,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Central,116455,megawatthours
2025-07-06,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,116519,megawatthours
2025-07-06,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Central,39080,megawatthours
2025-07-06,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,39227,megawatthours
2025-07-06,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,272368,megawatthours
2025-07-06,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Central,272984,megawatthours
2025-07-06,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,273304,megawatthours
2025-07-06,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,272667,megawatthours
2025-07-06,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,272368,megawatthours
2025-07-06,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,139343,megawatthours
2025-07-06,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Central,139873,megawatthours
2025-07-06,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,140221,megawatthours
2025-07-06,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,139609,megawatthours
2025-07-06,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,139343,megawatthours
2025-07-06,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,285191,megawatthours
2025-07-06,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Central,285335,megawatthours
2025-07-06,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,285552,megawatthours
2025-07-06,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,285336,megawatthours
2025-07-06,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,285191,megawatthours
2025-07-06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,518810,megawatthours
2025-07-06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Central,521026,megawatthours
2025-07-06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,522061,megawatthours
2025-07-06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,519898,megawatthours
2025-07-06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,518810,megawatthours
2025-07-06,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,286369,megawatthours
2025-07-06,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Central,286869,megawatthours
2025-07-06,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,286961,megawatthours
2025-07-06,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,286685,megawatthours
2025-07-06,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,286369,megawatthours
2025-07-06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Arizona,564556,megawatthours
2025-07-06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Central,565380,megawatthours
2025-07-06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Eastern,565985,megawatthours
2025-07-06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Mountain,564932,megawatthours
2025-07-06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Pacific,564556,megawatthours
2025-07-06,ZONA,West,NYIS,New York Independent System Operator,Arizona,51194,megawatthours
2025-07-06,ZONA,West,NYIS,New York Independent System Operator,Central,50909,megawatthours
2025-07-06,ZONA,West,NYIS,New York Independent System Operator,Eastern,50780,megawatthours
2025-07-06,ZONA,West,NYIS,New York Independent System Operator,Mountain,51051,megawatthours
2025-07-06,ZONA,West,NYIS,New York Independent System Operator,Pacific,51194,megawatthours
2025-07-06,ZONB,Genesee,NYIS,New York Independent System Operator,Arizona,33534,megawatthours
2025-07-06,ZONB,Genesee,NYIS,New York Independent System Operator,Central,33323,megawatthours
2025-07-06,ZONB,Genesee,NYIS,New York Independent System Operator,Eastern,33228,megawatthours
2025-07-06,ZONB,Genesee,NYIS,New York Independent System Operator,Mountain,33429,megawatthours
2025-07-06,ZONB,Genesee,NYIS,New York Independent System Operator,Pacific,33534,megawatthours
2025-07-06,ZONC,Central,NYIS,New York Independent System Operator,Arizona,46916,megawatthours
2025-07-06,ZONC,Central,NYIS,New York Independent System Operator,Central,46719,megawatthours
2025-07-06,ZONC,Central,NYIS,New York Independent System Operator,Eastern,46633,megawatthours
2025-07-06,ZONC,Central,NYIS,New York Independent System Operator,Mountain,46811,megawatthours
2025-07-06,ZONC,Central,NYIS,New York Independent System Operator,Pacific,46916,megawatthours
2025-07-06,ZOND,North,NYIS,New York Independent System Operator,Arizona,13986,megawatthours
2025-07-06,ZOND,North,NYIS,New York Independent System Operator,Central,13977,megawatthours
2025-07-06,ZOND,North,NYIS,New York Independent System Operator,Eastern,13972,megawatthours
2025-07-06,ZOND,North,NYIS,New York Independent System Operator,Mountain,13972,megawatthours
2025-07-06,ZOND,North,NYIS,New York Independent System Operator,Pacific,13986,megawatthours
2025-07-06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Arizona,22244,megawatthours
2025-07-06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Central,22123,megawatthours
2025-07-06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Eastern,22065,megawatthours
2025-07-06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Mountain,22184,megawatthours
2025-07-06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Pacific,22244,megawatthours
2025-07-06,ZONF,Capital,NYIS,New York Independent System Operator,Arizona,37848,megawatthours
2025-07-06,ZONF,Capital,NYIS,New York Independent System Operator,Central,37488,megawatthours
2025-07-06,ZONF,Capital,NYIS,New York Independent System Operator,Eastern,37292,megawatthours
2025-07-06,ZONF,Capital,NYIS,New York Independent System Operator,Mountain,37675,megawatthours
2025-07-06,ZONF,Capital,NYIS,New York Independent System Operator,Pacific,37848,megawatthours
2025-07-06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Arizona,32647,megawatthours
2025-07-06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Central,32406,megawatthours
2025-07-06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Eastern,32280,megawatthours
2025-07-06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Mountain,32531,megawatthours
2025-07-06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Pacific,32647,megawatthours
2025-07-06,ZONH,Millwood,NYIS,New York Independent System Operator,Arizona,8985,megawatthours
2025-07-06,ZONH,Millwood,NYIS,New York Independent System Operator,Central,8916,megawatthours
2025-07-06,ZONH,Millwood,NYIS,New York Independent System Operator,Eastern,8887,megawatthours
2025-07-06,ZONH,Millwood,NYIS,New York Independent System Operator,Mountain,8947,megawatthours
2025-07-06,ZONH,Millwood,NYIS,New York Independent System Operator,Pacific,8985,megawatthours
2025-07-06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Arizona,20195,megawatthours
2025-07-06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Central,19959,megawatthours
2025-07-06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Eastern,19823,megawatthours
2025-07-06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Mountain,20077,megawatthours
2025-07-06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Pacific,20195,megawatthours
2025-07-06,ZONJ,New York City,NYIS,New York Independent System Operator,Arizona,164607,megawatthours
2025-07-06,ZONJ,New York City,NYIS,New York Independent System Operator,Central,162753,megawatthours
2025-07-06,ZONJ,New York City,NYIS,New York Independent System Operator,Eastern,161911,megawatthours
2025-07-06,ZONJ,New York City,NYIS,New York Independent System Operator,Mountain,163653,megawatthours
2025-07-06,ZONJ,New York City,NYIS,New York Independent System Operator,Pacific,164607,megawatthours
2025-07-06,ZONK,Long Island,NYIS,New York Independent System Operator,Arizona,73817,megawatthours
2025-07-06,ZONK,Long Island,NYIS,New York Independent System Operator,Central,73270,megawatthours
2025-07-06,ZONK,Long Island,NYIS,New York Independent System Operator,Eastern,73007,megawatthours
2025-07-06,ZONK,Long Island,NYIS,New York Independent System Operator,Mountain,73536,megawatthours
2025-07-06,ZONK,Long Island,NYIS,New York Independent System Operator,Pacific,73817,megawatthours
2025-07-06,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Eastern,38520,megawatthours
2025-07-06,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Eastern,419007,megawatthours
2025-07-06,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Eastern,148111,megawatthours
2025-07-06,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Eastern,228011,megawatthours
2025-07-06,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Eastern,96453,megawatthours
2025-07-06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,314266,megawatthours
2025-07-06,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,57341,megawatthours
2025-07-06,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Eastern,91504,megawatthours
2025-07-06,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Eastern,402726,megawatthours
2025-07-06,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,58896,megawatthours
2025-07-06,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Eastern,45827,megawatthours
2025-07-06,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Eastern,45147,megawatthours
2025-07-06,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,79715,megawatthours
2025-07-06,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Eastern,45699,megawatthours
2025-07-06,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Eastern,126767,megawatthours
2025-07-06,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Eastern,90556,megawatthours
2025-07-06,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,120988,megawatthours
2025-07-06,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Eastern,50264,megawatthours
2025-07-06,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Eastern,143003,megawatthours
2025-07-06,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Eastern,5429,megawatthours
2025-07-06,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Arizona,50,megawatthours
2025-07-06,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Central,51,megawatthours
2025-07-06,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Eastern,51,megawatthours
2025-07-06,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Mountain,51,megawatthours
2025-07-06,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Pacific,50,megawatthours
2025-07-06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Arizona,528,megawatthours
2025-07-06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Central,526,megawatthours
2025-07-06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Eastern,525,megawatthours
2025-07-06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Mountain,527,megawatthours
2025-07-06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Pacific,528,megawatthours
2025-07-06,Frep,Freeport,PNM,Public Service Company of New Mexico,Arizona,1010,megawatthours
