timestamp,sub_region_code,subba-name,parent,parent-name,timezone,demand_mwh,value-units
2025-06-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,283561,megawatthours
2025-06-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,285019,megawatthours
2025-06-25,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,285478,megawatthours
2025-06-25,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,320097,megawatthours
2025-06-25,SCE,Southern California Edison,CISO,California Independent System Operator,Central,318349,megawatthours
2025-06-25,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,317200,megawatthours
2025-06-25,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,319240,megawatthours
2025-06-25,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,320097,megawatthours
2025-06-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,48975,megawatthours
2025-06-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,48831,megawatthours
2025-06-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,48664,megawatthours
2025-06-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,48912,megawatthours
2025-06-25,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,48975,megawatthours
2025-06-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2540,megawatthours
2025-06-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2524,megawatthours
2025-06-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2513,megawatthours
2025-06-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2533,megawatthours
2025-06-25,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2540,megawatthours
2025-06-25,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,376904,megawatthours
2025-06-25,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Central,378992,megawatthours
2025-06-25,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,380133,megawatthours
2025-06-25,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,377910,megawatthours
2025-06-25,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,376904,megawatthours
2025-06-25,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,44666,megawatthours
2025-06-25,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Central,45032,megawatthours
2025-06-25,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,45151,megawatthours
2025-06-25,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,44911,megawatthours
2025-06-25,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,44666,megawatthours
2025-06-25,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,187318,megawatthours
2025-06-25,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Central,187427,megawatthours
2025-06-25,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,187369,megawatthours
2025-06-25,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,187358,megawatthours
2025-06-25,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,187318,megawatthours
2025-06-25,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,441040,megawatthours
2025-06-25,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Central,443578,megawatthours
2025-06-25,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,445203,megawatthours
2025-06-25,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,442155,megawatthours
2025-06-25,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,441040,megawatthours
2025-06-25,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,52685,megawatthours
2025-06-25,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Central,52831,megawatthours
2025-06-25,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,53008,megawatthours
2025-06-25,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,52716,megawatthours
2025-06-25,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,52685,megawatthours
2025-06-25,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,247802,megawatthours
2025-06-25,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Central,248305,megawatthours
2025-06-25,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,248798,megawatthours
2025-06-25,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,248029,megawatthours
2025-06-25,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,247802,megawatthours
2025-06-25,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,119244,megawatthours
2025-06-25,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Central,119227,megawatthours
2025-06-25,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,119225,megawatthours
2025-06-25,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,119241,megawatthours
2025-06-25,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,119244,megawatthours
2025-06-25,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Arizona,42114,megawatthours
2025-06-25,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Central,42053,megawatthours
2025-06-25,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Eastern,42066,megawatthours
2025-06-25,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Mountain,42030,megawatthours
2025-06-25,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",Pacific,42114,megawatthours
2025-06-25,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,268719,megawatthours
2025-06-25,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Central,269830,megawatthours
2025-06-25,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,270630,megawatthours
2025-06-25,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,269222,megawatthours
2025-06-25,0001,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,268719,megawatthours
2025-06-25,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,165153,megawatthours
2025-06-25,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Central,165296,megawatthours
2025-06-25,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,165387,megawatthours
2025-06-25,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,165224,megawatthours
2025-06-25,0004,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,165153,megawatthours
2025-06-25,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,315986,megawatthours
2025-06-25,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Central,316283,megawatthours
2025-06-25,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,316480,megawatthours
2025-06-25,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,316072,megawatthours
2025-06-25,0006,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,315986,megawatthours
2025-06-25,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,538103,megawatthours
2025-06-25,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Central,541596,megawatthours
2025-06-25,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,543483,megawatthours
2025-06-25,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,539748,megawatthours
2025-06-25,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,538103,megawatthours
2025-06-25,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Arizona,331213,megawatthours
2025-06-25,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Central,330339,megawatthours
2025-06-25,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Eastern,329627,megawatthours
2025-06-25,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Mountain,330803,megawatthours
2025-06-25,0035,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",Pacific,331213,megawatthours
2025-06-25,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Arizona,582419,megawatthours
2025-06-25,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Central,581442,megawatthours
2025-06-25,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Eastern,580728,megawatthours
2025-06-25,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Mountain,582000,megawatthours
2025-06-25,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",Pacific,582419,megawatthours
2025-06-25,ZONA,West,NYIS,New York Independent System Operator,Arizona,48557,megawatthours
2025-06-25,ZONA,West,NYIS,New York Independent System Operator,Central,48617,megawatthours
2025-06-25,ZONA,West,NYIS,New York Independent System Operator,Eastern,48738,megawatthours
2025-06-25,ZONA,West,NYIS,New York Independent System Operator,Mountain,48588,megawatthours
2025-06-25,ZONA,West,NYIS,New York Independent System Operator,Pacific,48557,megawatthours
2025-06-25,ZONB,Genesee,NYIS,New York Independent System Operator,Arizona,35009,megawatthours
2025-06-25,ZONB,Genesee,NYIS,New York Independent System Operator,Central,35413,megawatthours
2025-06-25,ZONB,Genesee,NYIS,New York Independent System Operator,Eastern,35666,megawatthours
2025-06-25,ZONB,Genesee,NYIS,New York Independent System Operator,Mountain,35198,megawatthours
2025-06-25,ZONB,Genesee,NYIS,New York Independent System Operator,Pacific,35009,megawatthours
2025-06-25,ZONC,Central,NYIS,New York Independent System Operator,Arizona,51151,megawatthours
2025-06-25,ZONC,Central,NYIS,New York Independent System Operator,Central,51639,megawatthours
2025-06-25,ZONC,Central,NYIS,New York Independent System Operator,Eastern,51860,megawatthours
2025-06-25,ZONC,Central,NYIS,New York Independent System Operator,Mountain,51379,megawatthours
2025-06-25,ZONC,Central,NYIS,New York Independent System Operator,Pacific,51151,megawatthours
2025-06-25,ZOND,North,NYIS,New York Independent System Operator,Arizona,12746,megawatthours
2025-06-25,ZOND,North,NYIS,New York Independent System Operator,Central,12797,megawatthours
2025-06-25,ZOND,North,NYIS,New York Independent System Operator,Eastern,12760,megawatthours
2025-06-25,ZOND,North,NYIS,New York Independent System Operator,Mountain,12770,megawatthours
2025-06-25,ZOND,North,NYIS,New York Independent System Operator,Pacific,12746,megawatthours
2025-06-25,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Arizona,23590,megawatthours
2025-06-25,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Central,23753,megawatthours
2025-06-25,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Eastern,23845,megawatthours
2025-06-25,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Mountain,23673,megawatthours
2025-06-25,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,Pacific,23590,megawatthours
2025-06-25,ZONF,Capital,NYIS,New York Independent System Operator,Arizona,44185,megawatthours
2025-06-25,ZONF,Capital,NYIS,New York Independent System Operator,Central,44524,megawatthours
2025-06-25,ZONF,Capital,NYIS,New York Independent System Operator,Eastern,44677,megawatthours
2025-06-25,ZONF,Capital,NYIS,New York Independent System Operator,Mountain,44361,megawatthours
2025-06-25,ZONF,Capital,NYIS,New York Independent System Operator,Pacific,44185,megawatthours
2025-06-25,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Arizona,41983,megawatthours
2025-06-25,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Central,42016,megawatthours
2025-06-25,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Eastern,42050,megawatthours
2025-06-25,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Mountain,41998,megawatthours
2025-06-25,ZONG,Hudson Valley,NYIS,New York Independent System Operator,Pacific,41983,megawatthours
2025-06-25,ZONH,Millwood,NYIS,New York Independent System Operator,Arizona,11473,megawatthours
2025-06-25,ZONH,Millwood,NYIS,New York Independent System Operator,Central,11503,megawatthours
2025-06-25,ZONH,Millwood,NYIS,New York Independent System Operator,Eastern,11515,megawatthours
2025-06-25,ZONH,Millwood,NYIS,New York Independent System Operator,Mountain,11491,megawatthours
2025-06-25,ZONH,Millwood,NYIS,New York Independent System Operator,Pacific,11473,megawatthours
2025-06-25,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Arizona,28264,megawatthours
2025-06-25,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Central,28301,megawatthours
2025-06-25,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Eastern,28322,megawatthours
2025-06-25,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Mountain,28281,megawatthours
2025-06-25,ZONI,Dunwoodie,NYIS,New York Independent System Operator,Pacific,28264,megawatthours
2025-06-25,ZONJ,New York City,NYIS,New York Independent System Operator,Arizona,228870,megawatthours
2025-06-25,ZONJ,New York City,NYIS,New York Independent System Operator,Central,229147,megawatthours
2025-06-25,ZONJ,New York City,NYIS,New York Independent System Operator,Eastern,229325,megawatthours
2025-06-25,ZONJ,New York City,NYIS,New York Independent System Operator,Mountain,228989,megawatthours
2025-06-25,ZONJ,New York City,NYIS,New York Independent System Operator,Pacific,228870,megawatthours
2025-06-25,ZONK,Long Island,NYIS,New York Independent System Operator,Arizona,102812,megawatthours
2025-06-25,ZONK,Long Island,NYIS,New York Independent System Operator,Central,102532,megawatthours
2025-06-25,ZONK,Long Island,NYIS,New York Independent System Operator,Eastern,102435,megawatthours
2025-06-25,ZONK,Long Island,NYIS,New York Independent System Operator,Mountain,102655,megawatthours
2025-06-25,ZONK,Long Island,NYIS,New York Independent System Operator,Pacific,102812,megawatthours
2025-06-25,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Arizona,50155,megawatthours
2025-06-25,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Central,50253,megawatthours
2025-06-25,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Eastern,50302,megawatthours
2025-06-25,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Mountain,50202,megawatthours
2025-06-25,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",Pacific,50155,megawatthours
2025-06-25,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Arizona,469716,megawatthours
2025-06-25,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Central,471524,megawatthours
2025-06-25,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Eastern,472352,megawatthours
2025-06-25,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Mountain,470562,megawatthours
2025-06-25,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",Pacific,469716,megawatthours
2025-06-25,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Arizona,169583,megawatthours
2025-06-25,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Central,170933,megawatthours
2025-06-25,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Eastern,171717,megawatthours
2025-06-25,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Mountain,170264,megawatthours
2025-06-25,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",Pacific,169583,megawatthours
2025-06-25,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Arizona,252542,megawatthours
2025-06-25,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Central,253156,megawatthours
2025-06-25,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Eastern,253531,megawatthours
2025-06-25,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Mountain,252845,megawatthours
2025-06-25,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",Pacific,252542,megawatthours
2025-06-25,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Arizona,120405,megawatthours
2025-06-25,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Central,121352,megawatthours
2025-06-25,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Eastern,121956,megawatthours
2025-06-25,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Mountain,120846,megawatthours
2025-06-25,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",Pacific,120405,megawatthours
2025-06-25,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Arizona,350974,megawatthours
2025-06-25,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Central,351301,megawatthours
2025-06-25,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Eastern,351556,megawatthours
2025-06-25,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Mountain,351108,megawatthours
2025-06-25,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",Pacific,350974,megawatthours
2025-06-25,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Arizona,64377,megawatthours
2025-06-25,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Central,64891,megawatthours
2025-06-25,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,65189,megawatthours
2025-06-25,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Mountain,64620,megawatthours
2025-06-25,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",Pacific,64377,megawatthours
2025-06-25,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Arizona,103720,megawatthours
2025-06-25,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Central,104151,megawatthours
2025-06-25,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Eastern,104383,megawatthours
2025-06-25,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Mountain,103921,megawatthours
2025-06-25,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",Pacific,103720,megawatthours
2025-06-25,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Arizona,476519,megawatthours
2025-06-25,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Central,479511,megawatthours
2025-06-25,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Eastern,480989,megawatthours
2025-06-25,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Mountain,477976,megawatthours
2025-06-25,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",Pacific,476519,megawatthours
2025-06-25,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Arizona,76794,megawatthours
2025-06-25,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Central,76989,megawatthours
2025-06-25,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,77065,megawatthours
2025-06-25,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Mountain,76893,megawatthours
2025-06-25,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",Pacific,76794,megawatthours
2025-06-25,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Arizona,52002,megawatthours
2025-06-25,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Central,52422,megawatthours
2025-06-25,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Eastern,52641,megawatthours
2025-06-25,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Mountain,52208,megawatthours
2025-06-25,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",Pacific,52002,megawatthours
2025-06-25,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Arizona,50636,megawatthours
2025-06-25,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Central,50908,megawatthours
2025-06-25,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Eastern,50895,megawatthours
2025-06-25,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Mountain,50768,megawatthours
2025-06-25,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",Pacific,50636,megawatthours
2025-06-25,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Arizona,111409,megawatthours
2025-06-25,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Central,111419,megawatthours
2025-06-25,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,111433,megawatthours
2025-06-25,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Mountain,111386,megawatthours
2025-06-25,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",Pacific,111409,megawatthours
2025-06-25,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Arizona,58794,megawatthours
2025-06-25,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Central,59089,megawatthours
2025-06-25,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Eastern,59284,megawatthours
2025-06-25,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Mountain,58930,megawatthours
2025-06-25,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",Pacific,58794,megawatthours
2025-06-25,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Arizona,166276,megawatthours
2025-06-25,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Central,166968,megawatthours
2025-06-25,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Eastern,167348,megawatthours
2025-06-25,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Mountain,166606,megawatthours
2025-06-25,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",Pacific,166276,megawatthours
2025-06-25,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Arizona,115978,megawatthours
2025-06-25,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Central,116847,megawatthours
2025-06-25,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Eastern,117327,megawatthours
2025-06-25,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Mountain,116396,megawatthours
2025-06-25,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",Pacific,115978,megawatthours
2025-06-25,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Arizona,148515,megawatthours
2025-06-25,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Central,149040,megawatthours
2025-06-25,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Eastern,149405,megawatthours
2025-06-25,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Mountain,148741,megawatthours
2025-06-25,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",Pacific,148515,megawatthours
2025-06-25,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Arizona,58556,megawatthours
2025-06-25,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Central,58663,megawatthours
2025-06-25,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Eastern,58683,megawatthours
2025-06-25,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Mountain,58613,megawatthours
2025-06-25,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",Pacific,58556,megawatthours
2025-06-25,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Arizona,199049,megawatthours
2025-06-25,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Central,199134,megawatthours
2025-06-25,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Eastern,199204,megawatthours
2025-06-25,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Mountain,199078,megawatthours
2025-06-25,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",Pacific,199049,megawatthours
2025-06-25,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Arizona,7544,megawatthours
2025-06-25,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Central,7542,megawatthours
2025-06-25,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Eastern,7542,megawatthours
2025-06-25,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Mountain,7542,megawatthours
2025-06-25,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",Pacific,7544,megawatthours
2025-06-25,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Arizona,50,megawatthours
2025-06-25,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Central,50,megawatthours
2025-06-25,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Eastern,51,megawatthours
2025-06-25,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Mountain,50,megawatthours
2025-06-25,ACMA,City of Acoma Pueblo,PNM,Public Service Company of New Mexico,Pacific,50,megawatthours
2025-06-25,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Arizona,84,megawatthours
2025-06-25,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Central,84,megawatthours
2025-06-25,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Eastern,85,megawatthours
2025-06-25,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Mountain,85,megawatthours
2025-06-25,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,Pacific,84,megawatthours
2025-06-25,Frep,Freeport,PNM,Public Service Company of New Mexico,Arizona,839,megawatthours
2025-06-25,Frep,Freeport,PNM,Public Service Company of New Mexico,Central,834,megawatthours
2025-06-25,Frep,Freeport,PNM,Public Service Company of New Mexico,Eastern,828,megawatthours
2025-06-25,Frep,Freeport,PNM,Public Service Company of New Mexico,Mountain,835,megawatthours
2025-06-25,Frep,Freeport,PNM,Public Service Company of New Mexico,Pacific,839,megawatthours
2025-06-25,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,Arizona,54,megawatthours
2025-06-25,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,Central,54,megawatthours
2025-06-25,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,Eastern,54,megawatthours
2025-06-25,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,Mountain,54,megawatthours
2025-06-25,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,Pacific,54,megawatthours
2025-06-25,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,Arizona,1380,megawatthours
2025-06-25,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,Central,1379,megawatthours
2025-06-25,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,Eastern,1377,megawatthours
